ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DEPARTAMENTO,DESCRIPCION,CATEGORIA,MINUTOS_PULSOS_FIJOS,MINUTOS_PULSOS_UNIDAD,MINUTOS_PULSOS_MOVILES,TARIFA_NORMAL,TARIFA_REDUCIDA,TARIFA_SUPER_REDUCIDA,COSTO_INSTALACION,TIPO_PAGO,OTROS_BENEFICIOS,NOMBRE_TARIFA_PLAN,ANCHO_BANDA_BAJADA,PRECIO_MENSUAL,ANCHO_BANDA_SUBIDA,DENOMINACION_TECNOLOGIA
5749,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,267,0,0,0.45,0.45,0.45,280,POSTPAGO,,PLAN CORPORATIVO PLUS 2,,187.5,,CABLE
6019,COOPERATIVA DE TELECOMUNICACIONES SUCRE LTDA  COTES LTDA ,COTES LTDA,Chuquisaca,,RESIDENCIAL,120,LLAMADAS SIN LÃMITE DE TIEMPO A TELÃFONOS DE COTES,0,0,0,0,280.2,POSTPAGO,,RESIDENCIAL,,36.5,,CABLE
5750,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,80,0,0,0.56,0.56,0.56,0,POSTPAGO,,PLAN 1 000 PLUS,,39.7,,CABLE
5942,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,80,0.00,0.00,0.56,0.56,0.56,0,PREPAGO,,PLAN 500 ,,83.5,,CABLE
5752,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,80,0.00,0.00,0.56,0.56,0.56,0,POSTPAGO,,PLAN 500 PLUS,,42,,CABLE
5916,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,80,0.00,0.00,0.56,0.56,0.56,280,POSTPAGO,,PLAN GEMELA,,65.9,,CABLE
5917,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,200,0.00,0.00,0.50,0.37,0.25,80,POSTPAGO,,PLAN GEMELA INAL  MBRICO,,65.9,,CABLE
5918,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,80,0.00,0.00,0.56,0.56,0.56,185,POSTPAGO,,PLAN GEMELA LINE NET,,65.9,,CABLE
5945,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,80,0.00,0.00,0.56,0.56,0.56,280,PREPAGO,,PLAN USUARIO,,91.59,,CABLE
5946,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,200,0.00,0.00,0.50,0.37,0.25,80,PREPAGO,,PLAN USUARIO INAL  MBRICO,,91.59,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5986,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,fija,42,0.0,0.0,0.21,0.15,0.11,200,POSTPAGO,,LE FTTH MINUTO,,70,,CABLE
5919,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,200,0.00,0.00,0.50,0.37,0.25,185,POSTPAGO,,PLAN GEMELA LINE NET XS,,65.9,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5987,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,20,0,0,0,0,0,200,POSTPAGO,,LE FTTH PULSO,,70,,CABLE
5902,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,200,0.00,0.00,0.50,0.37,0.25,80,POSTPAGO,,PLAN SOCIO INAL  MBRICO,,65.9,,CABLE
5963,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,667,0.00,0.00,0.62,0.62,0.62,280,PREPAGO,,PLAN USUARIO AVANZADO,,253.5,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5988,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,0,0,0,0.80,0.80,0.80,500,POSTPAGO,,PLAN ABONADO,,0.8,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5989,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,0,0,0,1.50,1.50,1.50,400,POSTPAGO,,PLAN ABONADO,,0,,CABLE
5922,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,socios,467,0.00,0.00,0.56,0.56,0.56,280,POSTPAGO,,PLAN SOCIO AVANZADO,,164.5,,CABLE
5990,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,400,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
5925,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,667,0.00,0.00,0.51,0.51,0.51,280,PREPAGO,,PLAN CORPORATIVO ,,262.5,,CABLE
5926,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,267,0.00,0.00,0.45,0.45,0.45,280,PREPAGO,,PLAN CORPORATIVO 2,,200,,CABLE
5991,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,250,0,0,0.60,0.60,0.60,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
5966,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,467,0.00,0.00,0.62,0.62,0.62,280,PREPAGO,,PLAN USUARIO INTERMEDIO,,205.5,,CABLE
5992,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,400,0,0,0.25,0.25,0.25,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
5992,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,400,0,0,0.25,0.25,0.25,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
5952,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,200,0.00,0.00,0.50,0.37,0.25,185,PREPAGO,,PLAN USUARIO LINE NET XS,,91.59,,CABLE
5992,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,400,0,0,0.25,0.25,0.25,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
5969,COOPERATIVA DE TELECOMUNICACIONES SANTA CRUZ,COTAS R.L.,Santa Cruz,,no socios,267,0.00,0.00,0.62,0.62,0.62,280,PREPAGO,,PLAN USUARIO B  SICO,,128.2,,CABLE
5993,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,400,0,0,0.48,0.48,0.48,300,POSTPAGO,,PLAN  M    PLAN  L   PLAN  XL ,,150,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,La Paz,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Cochabamba,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Santa Cruz,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Oruro,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Tarija,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Potosi,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Chuquisaca,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Beni,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4592,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Pando,,Local,0,0,0,0.20,0.15,0.10,300,POSTPAGO,,PLAN 518   TELEFONIA FIJA,,0,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4673,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,0,0,0,0.30,0.30,0.30,400,POSTPAGO,,PLAN BASICO,,16.2,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4675,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,0,0,0,0.40,0.40,0.40,300,POSTPAGO,,PLAN B  SICO,,150,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Cochabamba,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Santa Cruz,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Oruro,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Tarija,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Potosi,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Chuquisaca,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Beni,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4676,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,Pando,,FIJA,0,0,0,0.21,0.15,0.11,300,POSTPAGO,,PLAN B  SICO PLUS,,0.21,,CABLE
4678,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,La Paz,,FIJA,250,0,0,0.50,0.50,0.50,300,POSTPAGO,,PLAN  M    PLAN  L    PLAN  XL ,,150,,CABLE
4752,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,La Paz,,LOCAL,0,MINUTOS,0,0.20,0.14,0.10,150,POSTPAGO,,0,,0,,CABLE
4754,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Santa Cruz,,LOCAL,0,PULSOS,0,1.00,0.72,0.48,150,POSTPAGO,,0,,0,,CABLE
4755,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,La Paz,,LOCAL,313,MINUTOS,0,0.16,0.12,0.08,150,POSTPAGO,,RESIDENCIAL,,50,,CABLE
4756,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Cochabamba,,LOCAL,135,PULSOS,0,0.37,0.27,0.18,150,POSTPAGO,,RESIDENCIAL,,50,,CABLE
4757,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Santa Cruz,,LOCAL,83,PULSOS,0,0.60,0.43,0.29,150,POSTPAGO,,RESIDENCIAL,,50,,CABLE
4758,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,La Paz,,LOCAL,1286,MINUTOS,0,0.14,0.10,0.07,150,POSTPAGO,,NEGOCIO,,180,,CABLE
4759,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Cochabamba,,LOCAL,500,PULSOS,0,0.35,0.25,0.17,150,POSTPAGO,,NEGOCIO,,180,,CABLE
4760,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Santa Cruz,,LOCAL,327,PULSOS,0,0.55,0.40,0.26,150,POSTPAGO,,NEGOCIO,,180,,CABLE
4761,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,La Paz,,LOCAL,3333,MINUTOS,0,0.12,0.09,0.06,150,POSTPAGO,,EMPRESA,,400,,CABLE
4762,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Cochabamba,,LOCAL,1212,PULSOS,0,0.33,0.24,0.16,150,POSTPAGO,,EMPRESA,,400,,CABLE
4763,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Santa Cruz,,LOCAL,800,PULSOS,0,0.50,0.36,0.24,150,POSTPAGO,,EMPRESA,,400,,CABLE
4764,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,La Paz,,LOCAL,10000,MINUTOS,0,0.10,0.07,0.05,150,POSTPAGO,,GRAN EMPRESA,,1000,,CABLE
4765,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Cochabamba,,LOCAL,3333,PULSOS,0,0.30,0.22,0.14,150,POSTPAGO,,GRAN EMPRESA,,1000,,CABLE
4766,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Santa Cruz,,LOCAL,2222,PULSOS,0,0.45,0.32,0.22,150,POSTPAGO,,GRAN EMPRESA,,1000,,CABLE
4753,AXS BOLIVIA S A   EX AES ,AXS BOLIVIA,Cochabamba,,LOCAL,0,PULSO,0,0.50,0.36,0.24,150,POSTPAGO,,0,,0,,CABLE
4847,COOPERATIVA DE TELECOMUNICACIONES TRINIDAD LTDA ,COOPERATIVA DE TELECOMUNICACIONES TRINIDAD LTDA.,Beni,,SOCIO,0,llamadas,0,0.70,0.70,0.70,520,POSTPAGO,,ESPECIAL,,70,,CABLE
4846,COOPERATIVA DE TELECOMUNICACIONES TRINIDAD LTDA ,COOPERATIVA DE TELECOMUNICACIONES TRINIDAD LTDA.,Beni,,SOCIO,150,llamadas,0,0.70,0.70,0.70,520,POSTPAGO,,DOMICILIARIO,,45,,CABLE
