ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DEPARTAMENTO,NOMBRE_TARIFA_PLAN,TARIFA_NORMAL,TARIFA_REDUCIDA,TARIFA_SUPER_REDUCIDA,SMS_LIBRES,RED_DESTINO,TARIFA_SMS_ADICIONAL,MB_DISPONIBLES,ORIGEN_LLAMADA,PRECIO_MENSUAL,PRECIO_MB_ADICIONAL,DENOMINACION_TECNOLOGIA,TIPO_PAGO,OTROS_BENEFICIOS
12557,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,ABIERTO VIVA 170,0.92,0.92,0.92,15,,0.20,0,,185,0.029,,,
9969,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO SMS ,NA,NA,NA,4,,0.20,NA,,0.7,0.03,,,
11825,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 190   PARAMOUNT    ,0.86,0.67,0.67,0,,0.20,0,,219,0.029,,,
11807,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 200   PARAMOUNT    ,0.80,0.80,0.80,0,,0.20,0,,229,0.2,,,
11286,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 150,0.85,0.85,0.85,0,,0.20,3000,,150,0.03,,,
12968,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA EMPRESA,0.60,0.60,0.60,0,,0.20,0,,24999,0.0092,,,
8118,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,TIGO PRE PAGO 2 ,0.90,0.675,0.45,0,,0.20,0,,0,0.03,,,
13161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 50,0.85,0.69,0.69,0,,0.20,0,,50,0.03,,,
11790,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN L PLUS   PARAMOUNT    ,1,1,1,0,,0.20,6000,,379,0.029,,,
13750,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FF SMART 320,0.85,0.85,0.85,NA,,0.20,2500,,320,0.03,,,
11278,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 149,0.80,0.80,0.80,ILIMITADO,,0.20,10000,,149,0.03,,,
11799,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO F  CIL 150   PARAMOUNT    ,"0,89","0,89","0,89",30,,0.20,180,,179,0.029,,,
8736,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA CORPORATIVA TIGO 500,"0,85","0,85","0,85",0,,0.20,0,,799,0.03,,,
13752,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FF SMART 500,0.81,0.81,0.81,NA,,0.20,Ilimitado,,500,0.03,,,
8799,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE PLUS 75,0.80,0.80,0.80,0,,0.20,2000,,75,0.03,,,
12541,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,EJECUTIVO LIMITE ABIERTO 1000,0.80,0.80,0.80,20,,0.20,8,,1000,0.029,,,
11290,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 500,0.85,0.85,0.85,0,,0.20,8500,,500,0.03,,,
12511,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO 300,0.80,0.68,0.5,0,,0.2,0,,0,0.029,,,
12510,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO D  O,1.55,0.69,0.51,0,,0.2,0,,0,0.029,,,
12509,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO L  NEA GEMELA,1.70,0.72,0.56,0,,0.2,0,,0,0.029,,,
12520,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,MEGA INTELIGENTE 190,0.89,0.89,0.89,30,,0.20,2700,,190,0.029,,,
9798,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,NEGOCIO PLUS 225,0.88,0.88,0.88,200,,0.20,7000,,225,0.03,,,
11173,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,BOLSA PYME EXACTA 500,1,1,1,0,,0.20,0,,500,0.029,,,
12493,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 300,0.80,0.80,0.80,0,,0.20,0,,300,0.029,,,
11277,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 135,0.80,0.80,0.80,ILIMITADO,,0.20,2000,,135,0.03,,,
13736,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 200,0.85,0.69,0.69,0,,0.20,0,,200,0.03,,,
12538,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,EJECUTIVO LIMITE ABIERTO 650,0.80,0.80,0.80,20,,0.20,8,,650,0.029,,,
11828,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 500   PARAMOUNT    ,0.80,0.67,0.67,0,,0.20,0,,529,0.029,,,
11526,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ADICIONAL TIGO TOTAL LITE,0.80,0.80,0.80,0,,0.20,iLIMITADO,,99,0.03,,,
11191,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,EJECUTIVO LIMITE ABIERTO 400,0.80,0.80,0.80,20,,0.20,8,,400,0.029,,,
12559,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN XXL,1,1,1,0,,0.20,9000,,750,0.029,,,
12971,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 75,0.75,0.75,0.75,0,,0.20,4000,,75,0.03,,,
11158,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN M PLUS,1,1,1,0,,0.20,5000,,250,0.029,,,
12482,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL INTELIGENTE 150,0.89,0.89,0.89,30,,0.20,800,,150,0.029,,,
8724,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,F  CIL SIN L  MITE 200,0.85,0.85,0.85,100,,0.20,2200,,200,0.03,,,
12998,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,INFINITE PLUS    ,0.80,0.80,0.80,200,,0.20,ILIMITADO,,2200,0.03,,,
9824,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO MINUTOS Y SMS ,5,5,5,10,,0.20,0,,5,0.15,,,
11803,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 50   PARAMOUNT    , 1.15, 1.15, 1.15,0,,0.20,0,,79,0.029,,,
11805,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 100   PARAMOUNT    ,0.83,0.83,0.83,0,,0.20,0,,129,0.029,,,
7389,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XXSMALL  CORPORATIVO EXACTO ,0.80,0.50,0,5,,0.20,0,,60,0.02,,,
12988,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE 100,0.85,0.85,0.85,0,,0.20,3500,,100,0.03,,,
12991,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE PLUS 250,0.80,0.80,0.80,0,,0.20,9500,,250,0.03,,,
12469,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA  SIMPLE,"0,65","0,65","0,65",0,,0.20,0,,1.499,0.0096,,,
11822,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 75   PARAMOUNT    ,1.20,0.67,0.67,0,,0.20,0,,104,0.029,,,
9823,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO MINUTOS Y SMS ,4,4,4,15,,0.20,0,,4,0.15,,,
7364,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 170,0.60,0.50,0,5,,0.20,15360,,170,0.14,,,
12513,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO FACIL 50,1.25,0.67,0.67,0,,0.20,0,,50,0.029,,,
9786,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE 350,0.85,0.85,0.85,200,,0.20,10000,,350,0.03,,,
12498,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME,0.64,0.64,0.64,0,,0.20,0,,1499,0.0095,,,
11820,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 30   PARAMOUNT    , 1.45,0.67,0.67,0,,0.20,0,,59,0.029,,,
13749,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FF SMART 200,0.85,0.85,0.85,NA,,0.20,1000,,200,0.03,,,
11802,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 30   PARAMOUNT    ,1.25,1.25,1.25,0,,0.20,0,,59,0.029,,,
11821,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 60   PARAMOUNT    ,1.26,0.67,0.67,0,,0.20,0,,89,0.029,,,
12525,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE FACIL 100,1.15,1.15,1.15,20,,0.20,305,,100,0.029,,,
12992,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE PLUS 350,0.80,0.80,0.80,0,,0.20,15000,,350,0.03,,,
11252,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 250,0.80,0.80,0.80,ILIMITADO,,0.20,18000,,250,0.03,,,
12564,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN S PLUS,1,1,1,0,,0.20,3000,,150,0.052,,,
7404,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SMALLPLUS,0.85,0.66,0,0,,0.20,0,,150,0.02,,,
11430,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 180,0.60,0.50,-,5,,0.20,ILIMITADO,,180,0.02,,,
13743,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 500,0.80,0.69,0.69,0,,0.20,0,,500,0.03,,,
12528,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 400,0.8,0.8,0.8,180,,0.20,4000,,400,0.029,,,
10912,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SIMPLE ILIMITADO 350,0.60,0.54,0.40,100,,0.20,12288,,350,0.02,,,
11811,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 200   PARAMOUNT    ,0.86,0.86,0.86,40,,0.20,1200,,229,0.029,,,
12135,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA NEGOCIO,"0,60","0,60","0,60",0,,0.20,0,,4999,0.0096,,,
11827,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 350   PARAMOUNT    ,0.80,0.67,0.67,0,,0.20,0,,379,0.029,,,
12694,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,, CC FLEXIBLE 230   PARAMOUNT    ,"1,02","1,02","1,02",0,,0.20,0,,259,0.029,,,
10915,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,RECARGA AL PASO,1.21,0.55,0.41,0,,0.20,0,,0,0.02,,,
13744,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 1000,0.80,0.69,0.69,0,,0.20,0,,1000,0.03,,,
11800,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO F  CIL 200   PARAMOUNT    ,"0,86","0,86","0,86",40,,0.20,140,,229,0.029,,,
12548,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CUENTA CONTROLADA 30,1.45,0.67,0.67,0,,0.20,0,,30,0.029,,,
8725,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,F  CIL SIN L  MITE 250,0.85,0.85,0.85,100,,0.20,3200,,250,0.03,,,
12486,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL 30,1.25,1.25,1.25,0,,0.20,0,,30,0.029,,,
11815,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 750   PARAMOUNT    ,0.8,0.8,0.8,200,,0.20,10500,,779,0.029,,,
11630,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,WOW,1,1,1,1000,,0.20,ilimitados,,198,0,,,
11797,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO F  CIL 50   PARAMOUNT    ,1.25,0.67,0.67,0,,0.20,0,,79,0.029,,,
7392,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,LARGE  CORPORATIVO EXACTO ,0.60,0.50,0,5,,0.20,0,,400,0.02,,,
12542,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,EJECUTIVO LIMITE ABIERTO 100,0.95,0.95,0.95,20,,0.20,8,,100,0.029,,,
7399,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XXLARGE  INSTITUCION PUBLICA ,0.80,0.66,0,5,,0.20,0,,48,0.02,,,
13727,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,TIGO GSM 85,1.41,1.41,1.41,0,,0.20,0,,85,0.03,,,
12518,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,NEGOCIO,0.63,0.63,0.63,0,,0.20,0,,2499,0.0095,,,
10920,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SIMPLE ILIMITADO 250,0.65,0.54,0.40,100,,0.20,9216,,250,0.02,,,
13658,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 165,0.80,0.80,0.80,ILIMITADO,,0.20,8000,,165,0.03,,,
12134,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA SIMPLE,"0,65","0,65","0,65",0,,0.20,0,,1499,0.0096,,,
11701,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO F  CIL 30   PARAMOUNT    ,1.45,0.67,0.67,0,,0.20,0,,59,0.029,,,
9833,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,10 MIN X 4 BS,4,4,4,0,,0.20,0,,4,0.03,,,
13711,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO YEII PACK,"1,59",1,"0,79",0,,0.20,200,,0,0.029,,,
11818,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,MEGA INTELIGENTE 130   PARAMOUNT    ,1.25,1.25,1.25,20,,0.20,1600,,159,0.029,,,
11806,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 150   PARAMOUNT    ,0.82,0.82,0.82,0,,0.20,0,,179,0.029,,,
13732,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,TIGO GSM 430,0.80,0.80,0.80,0,,0.20,0,,430,0.03,,,
12980,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 150 PLUS,0.65,0.65,0.65,0,,0.20,9000,,150,0.03,,,
11773,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC FLEXIBLE 130   PARAMOUNT    ,"1,10","1,10","1,10",0,,0.20,0,,159,0.029,,,
9795,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,NEGOCIO 525,0.85,0.85,0.85,450,,0.20,15000,,525,0.03,,,
9873,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FF SMS 150,1.10,1.10,1.10,150,,0.20,0,,150,0.03,,,
